fixture_id,league_id,league_name,bookmaker_id,bookmaker,home_odds,draw_odds,away_odds,odds_1x,odds_x2,prob_1x,prob_x2
1386861,40,Championship,1,10Bet,2.74,3.3,2.56,1.497,1.4416,66.8,69.37
1386861,40,Championship,7,William Hill,2.7,3.1,2.5,1.4431,1.3839,69.3,72.26
1386861,40,Championship,8,Bet365,2.75,3.4,2.5,1.5203,1.4407,65.78,69.41
1386861,40,Championship,2,Marathonbet,2.75,3.22,2.52,1.4832,1.4137,67.42,70.74
1386861,40,Championship,16,Unibet,2.7,3.3,2.6,1.485,1.4542,67.34,68.77
1386861,40,Championship,3,Betfair,2.63,3.3,2.7,1.4636,1.485,68.32,67.34
1386861,40,Championship,13,188Bet,2.65,3.35,2.47,1.4796,1.4217,67.59,70.34
1386861,40,Championship,4,Pinnacle,2.8,3.41,2.61,1.5375,1.4784,65.04,67.64
1386861,40,Championship,5,SBO,2.71,3.13,2.5,1.4524,1.3899,68.85,71.95
1386861,40,Championship,11,1xBet,2.76,3.2,2.52,1.4819,1.4098,67.48,70.93
1386861,40,Championship,32,Betano,2.82,3.3,2.55,1.5206,1.4385,65.76,69.52
1386861,40,Championship,34,Superbet,2.72,3.35,2.6,1.5012,1.4639,66.61,68.31
1389278,62,Ligue 2,1,10Bet,2.5,3.1,2.9,1.3839,1.4983,72.26,66.74
1389278,62,Ligue 2,7,William Hill,2.4,2.9,2.9,1.3132,1.45,76.15,68.97
1389278,62,Ligue 2,8,Bet365,2.4,3.1,2.88,1.3527,1.493,73.93,66.98
1389278,62,Ligue 2,2,Marathonbet,2.5,3.04,2.91,1.3718,1.4868,72.9,67.26
1389278,62,Ligue 2,16,Unibet,2.33,3.15,2.85,1.3393,1.4963,74.67,66.83
1389278,62,Ligue 2,3,Betfair,2.45,3.0,2.9,1.3486,1.4746,74.15,67.82
1389278,62,Ligue 2,13,188Bet,2.22,3.1,2.86,1.2936,1.4876,77.3,67.22
1389278,62,Ligue 2,4,Pinnacle,2.54,3.22,3.0,1.4199,1.5531,70.43,64.39
1389278,62,Ligue 2,5,SBO,2.35,3.04,2.8,1.3254,1.4575,75.45,68.61
1389278,62,Ligue 2,11,1xBet,2.52,3.04,2.92,1.3778,1.4894,72.58,67.14
1389278,62,Ligue 2,32,Betano,2.52,3.15,2.95,1.4,1.5234,71.43,65.64
1389278,62,Ligue 2,34,Superbet,2.52,3.15,2.95,1.4,1.5234,71.43,65.64
1389278,62,Ligue 2,21,888Sport,2.4,2.9,2.9,1.3132,1.45,76.15,68.97
1389704,383,Ligat Ha'al,1,10Bet,1.4,4.55,6.5,1.0706,2.6765,93.41,37.36
1389704,383,Ligat Ha'al,8,Bet365,1.4,4.2,6.0,1.05,2.4706,95.24,40.48
1389704,383,Ligat Ha'al,2,Marathonbet,1.4,4.65,6.65,1.076,2.7365,92.94,36.54
1389704,383,Ligat Ha'al,16,Unibet,1.44,4.3,5.4,1.0787,2.3938,92.7,41.77
1389704,383,Ligat Ha'al,3,Betfair,1.33,4.5,6.5,1.0266,2.6591,97.41,37.61
1389704,383,Ligat Ha'al,13,188Bet,1.32,4.65,5.6,1.0281,2.5405,97.27,39.36
1389704,383,Ligat Ha'al,4,Pinnacle,1.44,4.94,6.2,1.115,2.7494,89.69,36.37
1389704,383,Ligat Ha'al,5,SBO,1.39,4.29,5.03,1.0498,2.3153,95.26,43.19
1389704,383,Ligat Ha'al,11,1xBet,1.41,4.65,6.68,1.0819,2.7416,92.43,36.48
1389704,383,Ligat Ha'al,32,Betano,1.44,4.6,5.9,1.0967,2.5848,91.18,38.69
1389704,383,Ligat Ha'al,34,Superbet,1.43,4.65,5.8,1.0937,2.5809,91.43,38.75
1389898,382,Liga Leumit,1,10Bet,1.85,3.2,3.95,1.1723,1.7678,85.3,56.57
1389898,382,Liga Leumit,8,Bet365,1.9,3.3,3.7,1.2058,1.7443,82.93,57.33
1389898,382,Liga Leumit,2,Marathonbet,1.84,3.26,3.8,1.1762,1.7547,85.02,56.99
1389898,382,Liga Leumit,16,Unibet,1.8,3.2,4.1,1.152,1.7973,86.81,55.64
1389898,382,Liga Leumit,3,Betfair,1.9,3.25,3.8,1.199,1.7518,83.4,57.08
1389898,382,Liga Leumit,13,188Bet,1.76,3.25,3.65,1.1417,1.7192,87.59,58.17
1389898,382,Liga Leumit,4,Pinnacle,1.9,3.54,3.79,1.2364,1.8304,80.88,54.63
1389898,382,Liga Leumit,5,SBO,1.88,2.94,3.26,1.1467,1.5459,87.21,64.69
1389898,382,Liga Leumit,11,1xBet,1.86,3.26,3.88,1.1843,1.7715,84.44,56.45
1389898,382,Liga Leumit,32,Betano,1.91,3.3,3.75,1.2098,1.7553,82.66,56.97
1389898,382,Liga Leumit,34,Superbet,1.88,3.5,3.65,1.223,1.7867,81.77,55.97
1389899,382,Liga Leumit,1,10Bet,2.5,3.25,2.5,1.413,1.413,70.77,70.77
1389899,382,Liga Leumit,8,Bet365,2.45,3.3,2.45,1.4061,1.4061,71.12,71.12
1389899,382,Liga Leumit,2,Marathonbet,2.54,3.25,2.43,1.4257,1.3904,70.14,71.92
1389899,382,Liga Leumit,3,Betfair,2.4,3.25,2.63,1.3805,1.4537,72.44,68.79
1389899,382,Liga Leumit,13,188Bet,2.14,3.35,2.62,1.3058,1.4702,76.58,68.02
1389899,382,Liga Leumit,4,Pinnacle,2.62,3.44,2.51,1.4873,1.4512,67.24,68.91
1389899,382,Liga Leumit,5,SBO,2.25,2.95,2.52,1.2764,1.359,78.35,73.58
1389899,382,Liga Leumit,11,1xBet,2.54,3.25,2.43,1.4257,1.3904,70.14,71.92
1389899,382,Liga Leumit,32,Betano,2.6,3.25,2.5,1.4444,1.413,69.23,70.77
1389899,382,Liga Leumit,34,Superbet,2.62,3.3,2.47,1.4605,1.4127,68.47,70.79
1389901,382,Liga Leumit,1,10Bet,2.4,3.1,2.75,1.3527,1.4573,73.93,68.62
1389901,382,Liga Leumit,8,Bet365,2.4,3.1,2.62,1.3527,1.4199,73.93,70.43
1389901,382,Liga Leumit,2,Marathonbet,2.43,3.12,2.62,1.3661,1.4241,73.2,70.22
1389901,382,Liga Leumit,16,Unibet,2.6,3.1,2.48,1.414,1.3778,70.72,72.58
1389901,382,Liga Leumit,3,Betfair,2.5,3.0,2.63,1.3636,1.4014,73.34,71.36
1389901,382,Liga Leumit,13,188Bet,2.55,3.15,2.26,1.4092,1.3159,70.96,75.99
1389901,382,Liga Leumit,4,Pinnacle,2.46,3.26,2.8,1.402,1.5063,71.33,66.39
1389901,382,Liga Leumit,5,SBO,2.31,2.88,2.5,1.2818,1.3383,78.02,74.72
1389901,382,Liga Leumit,11,1xBet,2.43,3.12,2.62,1.3661,1.4241,73.2,70.22
1389901,382,Liga Leumit,32,Betano,2.45,3.15,2.72,1.3781,1.4596,72.56,68.51
1389901,382,Liga Leumit,34,Superbet,2.45,3.2,2.72,1.3876,1.4703,72.07,68.01
1398113,95,Segunda Liga,1,10Bet,1.82,3.45,4.0,1.1915,1.8523,83.93,53.99
1398113,95,Segunda Liga,7,William Hill,1.8,3.3,3.8,1.1647,1.7662,85.86,56.62
1398113,95,Segunda Liga,8,Bet365,1.8,3.5,4.0,1.1887,1.8667,84.13,53.57
1398113,95,Segunda Liga,2,Marathonbet,1.83,3.5,4.05,1.2017,1.8775,83.22,53.26
1398113,95,Segunda Liga,16,Unibet,1.9,3.2,3.7,1.1922,1.7159,83.88,58.28
1398113,95,Segunda Liga,3,Betfair,1.75,3.6,3.9,1.1776,1.872,84.92,53.42
1398113,95,Segunda Liga,13,188Bet,1.86,3.5,3.65,1.2146,1.7867,82.33,55.97
1398113,95,Segunda Liga,4,Pinnacle,1.85,3.67,4.24,1.23,1.9672,81.3,50.83
1398113,95,Segunda Liga,5,SBO,1.84,3.24,3.61,1.1735,1.7075,85.22,58.57
1398113,95,Segunda Liga,11,1xBet,1.85,3.5,4.04,1.2103,1.8753,82.62,53.32
1398113,95,Segunda Liga,32,Betano,1.85,3.5,4.1,1.2103,1.8882,82.62,52.96
1398113,95,Segunda Liga,34,Superbet,1.85,3.5,4.1,1.2103,1.8882,82.62,52.96
1398121,95,Segunda Liga,1,10Bet,1.92,3.25,3.85,1.207,1.7623,82.85,56.74
1398121,95,Segunda Liga,7,William Hill,1.95,3.0,3.7,1.1818,1.6567,84.62,60.36
1398121,95,Segunda Liga,8,Bet365,1.95,3.25,3.6,1.2187,1.708,82.05,58.55
1398121,95,Segunda Liga,2,Marathonbet,1.92,3.24,4.0,1.2056,1.7901,82.95,55.86
1398121,95,Segunda Liga,16,Unibet,1.79,3.35,3.95,1.1666,1.8127,85.72,55.17
1398121,95,Segunda Liga,3,Betfair,1.95,3.2,3.7,1.2117,1.7159,82.53,58.28
1398121,95,Segunda Liga,13,188Bet,2.02,3.25,3.35,1.2457,1.6496,80.28,60.62
1398121,95,Segunda Liga,4,Pinnacle,2.02,3.27,4.01,1.2487,1.8012,80.08,55.52
1398121,95,Segunda Liga,5,SBO,1.97,3.05,3.4,1.1969,1.6078,83.55,62.2
1398121,95,Segunda Liga,11,1xBet,1.94,3.24,4.0,1.2134,1.7901,82.41,55.86
1398121,95,Segunda Liga,32,Betano,1.95,3.15,4.2,1.2044,1.8,83.03,55.56
1398121,95,Segunda Liga,34,Superbet,2.0,3.2,3.85,1.2308,1.7475,81.25,57.22
1401660,51,National League - South,1,10Bet,1.73,3.65,4.1,1.1737,1.931,85.2,51.79
1401660,51,National League - South,7,William Hill,1.7,3.5,4.2,1.1442,1.9091,87.4,52.38
1401660,51,National League - South,8,Bet365,1.8,3.5,3.7,1.1887,1.7986,84.13,55.6
1401660,51,National League - South,2,Marathonbet,1.63,3.64,4.5,1.1258,2.0123,88.83,49.69
1401660,51,National League - South,16,Unibet,1.64,3.55,4.6,1.1218,2.0037,89.14,49.91
1401660,51,National League - South,3,Betfair,1.65,3.75,4.5,1.1458,2.0455,87.28,48.89
1401660,51,National League - South,13,188Bet,1.66,3.6,3.7,1.1361,1.8247,88.02,54.8
1401660,51,National League - South,4,Pinnacle,1.71,3.79,4.35,1.1783,2.0254,84.87,49.37
1401660,51,National League - South,5,SBO,1.71,3.35,3.76,1.1321,1.7716,88.33,56.45
1401660,51,National League - South,11,1xBet,1.65,3.64,4.57,1.1353,2.0262,88.08,49.35
1401660,51,National League - South,32,Betano,1.7,3.85,4.3,1.1793,2.0313,84.8,49.23
1401660,51,National League - South,34,Superbet,1.73,3.65,4.15,1.1737,1.942,85.2,51.49
1403704,274,Liga 1,1,10Bet,3.1,3.1,2.2,1.55,1.2868,64.52,77.71
1403704,274,Liga 1,7,William Hill,2.75,3.1,2.38,1.4573,1.3464,68.62,74.27
1403704,274,Liga 1,8,Bet365,3.0,3.1,2.25,1.5246,1.3037,65.59,76.7
1403704,274,Liga 1,2,Marathonbet,2.84,3.08,2.29,1.4776,1.3134,67.68,76.14
1403704,274,Liga 1,16,Unibet,2.95,3.0,2.23,1.4874,1.2792,67.23,78.17
1403704,274,Liga 1,3,Betfair,2.8,3.1,2.3,1.4712,1.3204,67.97,75.73
1403704,274,Liga 1,13,188Bet,2.73,3.35,2.28,1.5042,1.3567,66.48,73.71
1403704,274,Liga 1,4,Pinnacle,2.91,3.35,2.46,1.5573,1.4184,64.21,70.5
1403704,274,Liga 1,5,SBO,2.75,3.02,2.19,1.4393,1.2694,69.48,78.78
1403704,274,Liga 1,11,1xBet,2.88,3.1,2.32,1.493,1.3269,66.98,75.36
1403704,274,Liga 1,32,Betano,2.8,3.15,2.4,1.4824,1.3622,67.46,73.41
1403704,274,Liga 1,34,Superbet,2.82,3.15,2.45,1.4879,1.3781,67.21,72.56
1378047,135,Serie A,1,10Bet,5.2,3.4,1.75,2.0558,1.1553,48.64,86.56
1378047,135,Serie A,7,William Hill,4.8,3.3,1.73,1.9556,1.135,51.14,88.11
1378047,135,Serie A,8,Bet365,5.25,3.4,1.75,2.0636,1.1553,48.46,86.56
1378047,135,Serie A,2,Marathonbet,5.4,3.5,1.78,2.1236,1.1799,47.09,84.75
1378047,135,Serie A,16,Unibet,5.5,3.4,1.7,2.1011,1.1333,47.59,88.24
1378047,135,Serie A,3,Betfair,5.5,3.4,1.75,2.1011,1.1553,47.59,86.56
1378047,135,Serie A,13,188Bet,5.1,3.45,1.79,2.0579,1.1785,48.59,84.85
1378047,135,Serie A,4,Pinnacle,5.33,3.52,1.77,2.12,1.1778,47.17,84.9
1378047,135,Serie A,5,SBO,4.27,3.12,1.75,1.8028,1.1211,55.47,89.2
1378047,135,Serie A,11,1xBet,5.49,3.56,1.81,2.1596,1.1999,46.3,83.34
1378047,135,Serie A,32,Betano,5.4,3.55,1.78,2.1419,1.1856,46.69,84.35
1378047,135,Serie A,34,Superbet,5.25,3.5,1.77,2.1,1.1755,47.62,85.07
1378051,135,Serie A,1,10Bet,5.0,3.45,1.76,2.0414,1.1655,48.99,85.8
1378051,135,Serie A,7,William Hill,4.6,3.3,1.75,1.9215,1.1436,52.04,87.44
1378051,135,Serie A,8,Bet365,5.25,3.4,1.75,2.0636,1.1553,48.46,86.56
1378051,135,Serie A,2,Marathonbet,5.15,3.54,1.78,2.0979,1.1844,47.67,84.43
1378051,135,Serie A,16,Unibet,5.25,3.6,1.68,2.1356,1.1455,46.83,87.3
1378051,135,Serie A,3,Betfair,5.0,3.5,1.75,2.0588,1.1667,48.57,85.71
1378051,135,Serie A,13,188Bet,5.0,3.65,1.76,2.1098,1.1874,47.4,84.22
1378051,135,Serie A,4,Pinnacle,5.2,3.54,1.78,2.1062,1.1844,47.48,84.43
1378051,135,Serie A,5,SBO,4.14,3.19,1.75,1.8017,1.1301,55.5,88.49
1378051,135,Serie A,11,1xBet,5.26,3.62,1.82,2.1443,1.2111,46.64,82.57
1378051,135,Serie A,32,Betano,5.4,3.5,1.8,2.1236,1.1887,47.09,84.13
1378051,135,Serie A,34,Superbet,5.1,3.45,1.8,2.0579,1.1829,48.59,84.54
1378052,135,Serie A,1,10Bet,4.85,3.7,1.72,2.0988,1.1742,47.65,85.16
1378052,135,Serie A,7,William Hill,4.5,3.6,1.73,2.0,1.1685,50.0,85.58
1378052,135,Serie A,8,Bet365,5.0,3.8,1.7,2.1591,1.1745,46.32,85.14
1378052,135,Serie A,2,Marathonbet,5.05,3.85,1.74,2.1846,1.1984,45.77,83.44
1378052,135,Serie A,16,Unibet,5.0,3.65,1.68,2.1098,1.1505,47.4,86.92
1378052,135,Serie A,3,Betfair,5.0,3.8,1.73,2.1591,1.1888,46.32,84.12
1378052,135,Serie A,13,188Bet,5.1,3.8,1.71,2.1775,1.1793,45.92,84.8
1378052,135,Serie A,4,Pinnacle,5.2,3.9,1.7,2.2286,1.1839,44.87,84.47
1378052,135,Serie A,5,SBO,4.37,3.34,1.67,1.8931,1.1133,52.82,89.82
1378052,135,Serie A,11,1xBet,5.13,3.92,1.77,2.2221,1.2194,45.0,82.01
1378052,135,Serie A,32,Betano,5.3,3.9,1.72,2.2467,1.1936,44.51,83.78
1378052,135,Serie A,34,Superbet,5.0,3.75,1.74,2.1429,1.1885,46.67,84.14
1379178,39,Premier League,1,10Bet,3.1,3.3,2.28,1.5984,1.3484,62.56,74.16
1379178,39,Premier League,7,William Hill,3.0,3.25,2.3,1.56,1.3468,64.1,74.25
1379178,39,Premier League,8,Bet365,3.2,3.4,2.25,1.6485,1.354,60.66,73.86
1379178,39,Premier League,2,Marathonbet,3.22,3.42,2.33,1.6585,1.3858,60.3,72.16
1379178,39,Premier League,16,Unibet,3.1,3.35,2.3,1.6101,1.3637,62.11,73.33
1379178,39,Premier League,3,Betfair,3.2,3.4,2.3,1.6485,1.3719,60.66,72.89
1379178,39,Premier League,13,188Bet,3.2,3.45,2.26,1.6602,1.3655,60.23,73.23
1379178,39,Premier League,4,Pinnacle,3.28,3.47,2.27,1.6862,1.3723,59.3,72.87
1379178,39,Premier League,5,SBO,2.78,3.02,2.28,1.4475,1.2992,69.08,76.97
1379178,39,Premier League,11,1xBet,3.25,3.48,2.38,1.6805,1.4134,59.51,70.75
1379178,39,Premier League,32,Betano,3.25,3.55,2.3,1.6967,1.3957,58.94,71.65
1379178,39,Premier League,34,Superbet,3.25,3.35,2.27,1.6496,1.3531,60.62,73.9
1382729,179,Premiership,1,10Bet,3.25,3.3,2.22,1.6374,1.3272,61.07,75.35
1382729,179,Premiership,7,William Hill,2.7,3.25,2.45,1.4748,1.3969,67.81,71.59
1382729,179,Premiership,8,Bet365,2.75,3.2,2.6,1.479,1.4345,67.61,69.71
1382729,179,Premiership,2,Marathonbet,2.74,3.25,2.5,1.4866,1.413,67.27,70.77
1382729,179,Premiership,16,Unibet,2.6,3.15,2.65,1.4243,1.4392,70.21,69.48
1382729,179,Premiership,3,Betfair,2.8,3.4,2.5,1.5355,1.4407,65.13,69.41
1382729,179,Premiership,13,188Bet,2.7,3.4,2.41,1.5049,1.4103,66.45,70.91
1382729,179,Premiership,4,Pinnacle,2.81,3.44,2.55,1.5466,1.4644,64.66,68.29
1382729,179,Premiership,5,SBO,2.64,3.0,2.29,1.4043,1.2987,71.21,77.0
1382729,179,Premiership,11,1xBet,2.74,3.25,2.5,1.4866,1.413,67.27,70.77
1382729,179,Premiership,32,Betano,2.77,3.35,2.57,1.5163,1.4543,65.95,68.76
1382729,179,Premiership,34,Superbet,2.77,3.35,2.55,1.5163,1.4479,65.95,69.07
1382731,179,Premiership,1,10Bet,1.54,4.1,6.0,1.1195,2.4356,89.33,41.06
1382731,179,Premiership,7,William Hill,1.57,3.9,5.0,1.1194,2.191,89.33,45.64
1382731,179,Premiership,8,Bet365,1.55,4.0,6.0,1.1171,2.4,89.52,41.67
1382731,179,Premiership,2,Marathonbet,1.53,4.1,5.7,1.1142,2.3847,89.75,41.93
1382731,179,Premiership,16,Unibet,1.5,4.2,5.8,1.1053,2.436,90.47,41.05
1382731,179,Premiership,3,Betfair,1.53,4.1,6.0,1.1142,2.4356,89.75,41.06
1382731,179,Premiership,13,188Bet,1.53,4.3,5.0,1.1285,2.3118,88.61,43.26
1382731,179,Premiership,4,Pinnacle,1.58,4.09,6.02,1.1397,2.4354,87.74,41.06
1382731,179,Premiership,5,SBO,1.47,3.8,4.94,1.06,2.1478,94.34,46.56
1382731,179,Premiership,11,1xBet,1.55,4.1,5.58,1.1248,2.3634,88.9,42.31
1382731,179,Premiership,32,Betano,1.57,4.3,6.3,1.1501,2.5557,86.95,39.13
1382731,179,Premiership,34,Superbet,1.56,4.1,6.0,1.13,2.4356,88.5,41.06
1395546,111,FAW Championship,7,William Hill,2.2,3.75,2.5,1.3866,1.5,72.12,66.67
1395546,111,FAW Championship,8,Bet365,2.2,3.75,2.55,1.3866,1.5179,72.12,65.88
1395546,111,FAW Championship,2,Marathonbet,2.22,3.68,2.56,1.3847,1.5097,72.22,66.24
1395546,111,FAW Championship,3,Betfair,2.2,3.6,2.63,1.3655,1.5197,73.23,65.8
1395546,111,FAW Championship,4,Pinnacle,2.28,3.57,2.64,1.3914,1.5177,71.87,65.89
1395546,111,FAW Championship,11,1xBet,2.22,3.68,2.56,1.3847,1.5097,72.22,66.24
1395546,111,FAW Championship,32,Betano,2.25,3.6,2.57,1.3846,1.4995,72.22,66.69
1395546,111,FAW Championship,34,Superbet,2.27,3.6,2.67,1.3922,1.533,71.83,65.23
1401131,110,Premier League,1,10Bet,1.07,8.2,23.0,0.9465,6.0449,105.65,16.54
1401131,110,Premier League,7,William Hill,1.1,9.0,26.0,0.9802,6.6857,102.02,14.96
1401131,110,Premier League,8,Bet365,1.09,11.0,19.0,0.9917,6.9667,100.84,14.35
1401131,110,Premier League,2,Marathonbet,1.08,8.0,16.25,0.9515,5.3608,105.1,18.65
1401131,110,Premier League,16,Unibet,1.06,10.0,21.0,0.9584,6.7742,104.34,14.76
1401131,110,Premier League,3,Betfair,1.04,10.0,23.0,0.942,6.9697,106.16,14.35
1401131,110,Premier League,13,188Bet,1.04,10.0,18.0,0.942,6.4286,106.16,15.56
1401131,110,Premier League,4,Pinnacle,1.06,12.16,22.77,0.975,7.9268,102.56,12.62
1401131,110,Premier League,5,SBO,1.06,7.14,13.96,0.923,4.7239,108.34,21.17
1401131,110,Premier League,11,1xBet,1.08,8.0,16.0,0.9515,5.3333,105.1,18.75
1401131,110,Premier League,32,Betano,1.09,7.4,23.0,0.9501,5.5987,105.25,17.86
1401131,110,Premier League,34,Superbet,1.07,9.0,16.0,0.9563,5.76,104.57,17.36
1401666,51,National League - South,1,10Bet,2.2,3.3,2.9,1.32,1.5435,75.76,64.79
1401666,51,National League - South,7,William Hill,2.25,3.3,2.9,1.3378,1.5435,74.75,64.79
1401666,51,National League - South,8,Bet365,2.15,3.3,2.9,1.3018,1.5435,76.82,64.79
1401666,51,National League - South,2,Marathonbet,2.19,3.34,2.83,1.3227,1.532,75.6,65.27
1401666,51,National League - South,16,Unibet,2.2,3.1,3.0,1.2868,1.5246,77.71,65.59
1401666,51,National League - South,3,Betfair,2.15,3.3,3.0,1.3018,1.5714,76.82,63.64
1401666,51,National League - South,13,188Bet,2.14,3.35,2.59,1.3058,1.4607,76.58,68.46
1401666,51,National League - South,4,Pinnacle,2.21,3.56,2.9,1.3635,1.5981,73.34,62.57
1401666,51,National League - South,11,1xBet,2.21,3.34,2.88,1.33,1.5465,75.19,64.66
1401666,51,National League - South,32,Betano,2.2,3.5,2.92,1.3509,1.5919,74.02,62.82
1401666,51,National League - South,34,Superbet,2.22,3.4,2.87,1.3431,1.5563,74.45,64.25
1401737,51,National League - South,1,10Bet,2.5,3.3,2.55,1.4224,1.4385,70.3,69.52
1401737,51,National League - South,7,William Hill,2.5,3.25,2.62,1.413,1.4506,70.77,68.94
1401737,51,National League - South,8,Bet365,2.45,3.25,2.55,1.3969,1.4289,71.59,69.98
1401737,51,National League - South,2,Marathonbet,2.41,3.32,2.54,1.3964,1.439,71.61,69.49
1401737,51,National League - South,16,Unibet,2.38,3.1,2.7,1.3464,1.4431,74.27,69.3
1401737,51,National League - South,3,Betfair,2.45,3.3,2.55,1.4061,1.4385,71.12,69.52
1401737,51,National League - South,13,188Bet,2.34,3.4,2.34,1.3861,1.3861,72.14,72.14
1401737,51,National League - South,4,Pinnacle,2.43,3.67,2.54,1.462,1.5011,68.4,66.62
1401737,51,National League - South,5,SBO,2.37,3.04,2.37,1.3318,1.3318,75.09,75.09
1401737,51,National League - South,11,1xBet,2.41,3.32,2.54,1.3964,1.439,71.61,69.49
1401737,51,National League - South,32,Betano,2.45,3.5,2.6,1.4412,1.4918,69.39,67.03
1401737,51,National League - South,34,Superbet,2.45,3.45,2.57,1.4326,1.4728,69.8,67.9
