match_id,home_team,away_team,commence_time,sport_key,league_name,bookmaker,line,over_odds,under_odds,last_update,snapshot_date,market_key
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,betsson,2.5,2.45,1.51,2025-03-21T11:55:18Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,nordicbet,2.5,2.45,1.51,2025-03-21T11:55:18Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,pinnacle,2.0,1.89,2.0,2025-03-21T11:55:17Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.0
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,onexbet,2.5,2.5,1.53,2025-03-21T11:55:17Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,bovada,2.0,1.87,1.95,2025-03-21T11:55:17Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.0
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,betus,2.0,1.9,1.87,2025-03-21T11:55:18Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.0
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,unibet,2.5,2.45,1.49,2025-03-21T11:55:17Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,unibet_eu,2.5,2.45,1.49,2025-03-21T11:55:18Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,tipico_de,2.5,2.4,1.5,2025-03-21T11:55:19Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,williamhill,2.5,2.5,1.5,2025-03-21T11:55:19Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.5
198f5332b39bc3c4db0235ddbaa1adcf,Burgos CF,Almería,2025-03-21T19:30:00Z,soccer_spain_segunda_division,La Liga 2,coolbet,2.0,1.87,1.9,2025-03-21T11:55:20Z,2025-03-21,198f5332b39bc3c4db0235ddbaa1adcf_2.0
